 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Abr-Jun/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"420810 ITAIOPOLIS";-;-;-;11;1;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;1;-;-;-;17
"420820 ITAJAI";-;-;-;78;14;7;1;-;-;-;-;-;-;4;3;-;1;-;-;2;-;-;14;2;-;-;126
"420830 ITAPEMA";-;-;-;25;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;30
"420840 ITAPIRANGA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"420845 ITAPOA";-;-;-;3;1;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;4;-;-;-;12
"420850 ITUPORANGA";-;-;-;12;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"420860 JABORA";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;3
"420870 JACINTO MACHADO";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"420880 JAGUARUNA";-;-;-;12;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;18
"420890 JARAGUA DO SUL";-;3;-;49;25;4;-;-;-;-;1;-;-;3;2;2;-;-;-;5;-;-;11;2;-;-;107
"420900 JOACABA";-;-;-;10;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;14
"420910 JOINVILLE";1;1;2;265;75;5;6;-;-;-;4;1;-;13;7;11;2;-;-;12;-;-;40;1;-;1;447
"420915 JOSE BOITEUX";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"420930 LAGES";-;-;1;80;27;8;-;-;-;-;2;-;-;2;5;1;-;-;-;4;-;-;16;4;-;-;150
"420940 LAGUNA";-;-;-;26;4;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;3;1;-;-;37
"420945 LAJEADO GRANDE";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"420950 LAURENTINO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"420960 LAURO MULLER";-;-;-;8;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-;-;-;1;-;-;14
"420970 LEBON REGIS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"420980 LEOBERTO LEAL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"420985 LINDOIA DO SUL";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"420990 LONTRAS";-;-;-;5;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;10
"421000 LUIZ ALVES";-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"421003 LUZERNA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421010 MAFRA";-;1;-;19;2;4;1;-;1;-;-;1;-;-;-;-;-;-;-;4;-;-;2;1;-;-;36
"421020 MAJOR GERCINO";-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"421030 MAJOR VIEIRA";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;13
"421040 MARACAJA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421050 MARAVILHA";-;-;-;12;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;19
"421055 MAREMA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421060 MASSARANDUBA";-;-;-;12;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;17
"421070 MATOS COSTA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421080 MELEIRO";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421085 MIRIM DOCE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421090 MODELO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421100 MONDAI";-;-;-;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"421105 MONTE CARLO";-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"421110 MONTE CASTELO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"421120 MORRO DA FUMACA";-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"421125 MORRO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421130 NAVEGANTES";-;-;-;37;5;1;2;-;-;-;1;-;-;1;2;-;-;-;-;1;-;-;5;-;-;-;55
"421145 NOVA ITABERABA";-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"421150 NOVA TRENTO";-;-;1;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"421160 NOVA VENEZA";-;-;-;4;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;9
"421165 NOVO HORIZONTE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;4
"421170 ORLEANS";-;-;-;16;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3;-;-;-;22
"421175 OTACILIO COSTA";-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;1;-;-;11
"421180 OURO";-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;9
"421185 OURO VERDE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421190 PALHOCA";-;-;13;55;10;3;1;-;1;-;2;1;-;3;5;3;1;-;-;3;-;-;5;1;-;-;107
"421200 PALMA SOLA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"421205 PALMEIRA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421210 PALMITOS";-;-;1;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;15
"421220 PAPANDUVA";-;1;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;12
"421223 PARAISO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421225 PASSO DE TORRES";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421227 PASSOS MAIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;4
"421230 PAULO LOPES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421240 PEDRAS GRANDES";-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;6
"421250 PENHA";-;-;-;11;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;18
"421260 PERITIBA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421265 PESCARIA BRAVA";-;-;-;4;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;11
"421270 PETROLANDIA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421280 BALNEARIO PICARRAS";-;-;-;5;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;11
"421290 PINHALZINHO";-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;11
"421300 PINHEIRO PRETO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"421310 PIRATUBA";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421315 PLANALTO ALEGRE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421320 POMERODE";-;-;-;10;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;18
"421330 PONTE ALTA";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421335 PONTE ALTA DO NORTE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421340 PONTE SERRADA";-;-;-;9;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;14
"421350 PORTO BELO";-;-;-;6;5;-;-;-;-;-;-;-;-;-;2;1;-;-;1;1;-;-;-;-;-;-;16
"421360 PORTO UNIAO";-;1;1;12;4;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;1;-;-;-;23
"421370 POUSO REDONDO";-;-;-;8;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;12
"421380 PRAIA GRANDE";-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"421390 PRESIDENTE CASTELLO BRANCO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421400 PRESIDENTE GETULIO";-;-;-;8;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;13
"421410 PRESIDENTE NEREU";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421420 QUILOMBO";-;-;-;5;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"421430 RANCHO QUEIMADO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421440 RIO DAS ANTAS";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421450 RIO DO CAMPO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421460 RIO DO OESTE";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;6
"421470 RIO DOS CEDROS";-;-;-;5;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;10
"421480 RIO DO SUL";-;-;1;19;5;3;-;-;-;-;-;-;-;-;3;2;-;-;-;2;-;-;2;2;-;-;39
"421490 RIO FORTUNA";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421500 RIO NEGRINHO";-;-;2;13;7;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;26
"421505 RIO RUFINO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421507 RIQUEZA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421510 RODEIO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421530 SALETE";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;9
"421535 SALTINHO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"421540 SALTO VELOSO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"421545 SANGAO";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"421550 SANTA CECILIA";-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;13
"421560 SANTA ROSA DE LIMA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
"421565 SANTA ROSA DO SUL";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"421567 SANTA TEREZINHA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"421568 SANTA TEREZINHA DO PROGRESSO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"421570 SANTO AMARO DA IMPERATRIZ";-;-;1;9;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;15
"421575 SAO BERNARDINO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;5
"421580 SAO BENTO DO SUL";-;2;-;25;8;-;-;-;-;-;-;-;-;-;1;2;-;-;-;4;-;-;3;1;-;-;46
"421590 SAO BONIFACIO";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"421600 SAO CARLOS";-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;7
"421605 SAO CRISTOVAO DO SUL";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"421610 SAO DOMINGOS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421620 SAO FRANCISCO DO SUL";-;-;-;17;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;23
"421625 SAO JOAO DO OESTE";-;-;-;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"421630 SAO JOAO BATISTA";-;-;1;16;5;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;24
"421640 SAO JOAO DO SUL";-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"421650 SAO JOAQUIM";-;-;-;14;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;23
"421660 SAO JOSE";-;-;17;90;24;5;-;-;-;-;1;4;-;9;8;-;1;-;-;6;-;-;9;-;-;-;174
"421670 SAO JOSE DO CEDRO";-;-;1;6;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;10
"421680 SAO JOSE DO CERRITO";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421690 SAO LOURENCO DO OESTE";-;-;-;22;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;29
"421700 SAO LUDGERO";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421710 SAO MARTINHO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"421715 SAO MIGUEL DA BOA VISTA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421720 SAO MIGUEL DO OESTE";-;-;-;22;8;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;4;-;-;-;38
"421725 SAO PEDRO DE ALCANTARA";-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421730 SAUDADES";-;-;-;3;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;7
"421740 SCHROEDER";-;-;-;2;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;11
"421750 SEARA";-;-;-;4;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;8
"421755 SERRA ALTA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421760 SIDEROPOLIS";-;-;1;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"421770 SOMBRIO";-;-;-;12;3;-;-;1;-;-;1;-;-;1;2;-;-;-;-;-;-;-;2;-;-;-;22
"421775 SUL BRASIL";-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"421780 TAIO";-;-;-;15;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"421790 TANGARA";-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;8
"421795 TIGRINHOS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421800 TIJUCAS";-;-;1;13;-;2;-;-;-;-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;21
"421810 TIMBE DO SUL";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"421820 TIMBO";-;-;-;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;16
"421825 TIMBO GRANDE";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421830 TRES BARRAS";-;-;-;8;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;1;-;-;13
"421835 TREVISO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421840 TREZE DE MAIO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"421850 TREZE TILIAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;4
"421860 TROMBUDO CENTRAL";-;-;-;3;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;3;-;-;1;-;-;-;11
"421870 TUBARAO";-;-;-;43;11;-;-;-;-;-;1;-;-;2;3;2;1;-;-;6;-;-;10;1;-;-;80
"421875 TUNAPOLIS";-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421880 TURVO";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"421885 UNIAO DO OESTE";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421890 URUBICI";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"421895 URUPEMA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421900 URUSSANGA";-;-;-;14;4;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;20
"421910 VARGEAO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421915 VARGEM";-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"421917 VARGEM BONITA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421920 VIDAL RAMOS";-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"421930 VIDEIRA";-;-;-;23;5;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;34
"421935 VITOR MEIRELES";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421940 WITMARSUM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"421950 XANXERE";-;-;-;22;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;35
"421960 XAVANTINA";-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421970 XAXIM";-;-;-;27;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;4;-;-;-;-;-;-;35
"421985 ZORTEA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"422000 BALNEARIO RINCAO";-;-;1;13;6;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;23
"430003 ACEGUA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430005 AGUA SANTA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430010 AGUDO";-;-;-;7;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;11
"430020 AJURICABA";-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"430030 ALECRIM";-;-;-;11;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"430040 ALEGRETE";-;-;-;53;13;-;1;-;-;-;-;-;-;-;3;1;-;-;-;2;-;-;-;-;-;-;73
"430045 ALEGRIA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430047 ALMIRANTE TAMANDARE DO SUL";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430050 ALPESTRE";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"430055 ALTO ALEGRE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430057 ALTO FELIZ";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430060 ALVORADA";-;-;-;129;28;4;-;-;-;-;2;3;-;6;3;1;-;-;-;-;-;-;3;-;-;-;179
"430063 AMARAL FERRADOR";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"430064 AMETISTA DO SUL";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430066 ANDRE DA ROCHA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430070 ANTA GORDA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430080 ANTONIO PRADO";-;-;-;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"430085 ARAMBARE";-;-;-;2;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;6
"430087 ARARICA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"430090 ARATIBA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;6
"430100 ARROIO DO MEIO";-;-;-;10;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;15
"430105 ARROIO DO SAL";-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"430107 ARROIO DO PADRE";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430110 ARROIO DOS RATOS";-;-;-;13;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;16
"430120 ARROIO DO TIGRE";-;-;-;7;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"430130 ARROIO GRANDE";-;-;-;10;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"430140 ARVOREZINHA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"430150 AUGUSTO PESTANA";-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"430155 AUREA";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430160 BAGE";-;-;1;80;25;3;1;-;-;-;-;1;-;-;5;-;1;-;-;-;-;-;-;1;-;-;118
"430163 BALNEARIO PINHAL";-;-;-;7;2;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;13
"430165 BARAO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430170 BARAO DE COTEGIPE";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430175 BARAO DO TRIUNFO";-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"430180 BARRACAO";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"430185 BARRA DO GUARITA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"430187 BARRA DO QUARAI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430190 BARRA DO RIBEIRO";-;-;-;6;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;9
