 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Abr-Jun/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"330290 MIGUEL PEREIRA";-;-;-;36;3;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;44
"330300 MIRACEMA";-;-;1;28;3;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;38
"330310 NATIVIDADE";-;-;-;9;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;1;-;-;-;14
"330320 NILOPOLIS";-;-;1;57;8;4;1;-;-;-;1;1;-;1;4;4;-;-;-;1;-;-;-;-;-;1;84
"330330 NITEROI";-;-;12;323;41;14;1;-;-;-;3;-;-;6;11;1;1;-;-;3;-;-;20;4;-;-;440
"330340 NOVA FRIBURGO";-;-;-;113;4;2;1;-;-;-;1;4;-;2;2;2;-;-;-;6;1;-;5;-;-;-;143
"330350 NOVA IGUACU";-;-;10;497;39;23;7;-;-;-;11;7;-;5;14;13;1;-;-;1;3;-;5;1;-;-;637
"330360 PARACAMBI";-;-;1;51;5;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;58
"330370 PARAIBA DO SUL";-;-;-;42;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;52
"330380 PARATY";-;-;1;26;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;33
"330385 PATY DO ALFERES";-;-;-;22;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"330390 PETROPOLIS";-;-;1;187;19;8;2;-;-;-;1;-;-;4;9;4;1;-;-;2;-;-;6;2;-;-;246
"330395 PINHEIRAL";-;-;-;13;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"330400 PIRAI";-;-;1;42;3;3;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;52
"330410 PORCIUNCULA";-;-;-;8;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;15
"330411 PORTO REAL";-;-;-;13;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"330412 QUATIS";-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"330414 QUEIMADOS";-;-;2;60;7;5;-;-;-;-;-;-;-;2;5;-;-;-;-;-;1;-;5;-;1;-;88
"330415 QUISSAMA";-;-;-;11;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"330420 RESENDE";-;-;-;129;1;5;-;-;-;-;1;2;-;3;7;4;-;-;-;3;1;-;-;2;-;-;158
"330430 RIO BONITO";-;-;-;41;8;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;53
"330440 RIO CLARO";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"330450 RIO DAS FLORES";-;-;-;7;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"330452 RIO DAS OSTRAS";-;-;-;80;4;1;3;-;-;-;1;1;-;2;3;4;-;-;-;-;-;-;1;-;-;-;100
"330455 RIO DE JANEIRO";2;1;16;4308;386;149;49;1;-;-;91;19;-;30;92;100;13;-;2;26;11;-;190;8;4;5;5503
"330460 SANTA MARIA MADALENA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330470 SANTO ANTONIO DE PADUA";-;-;-;46;4;2;-;-;-;-;2;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;58
"330475 SAO FRANCISCO DE ITABAPOANA";-;-;-;43;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;47
"330480 SAO FIDELIS";-;-;-;50;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
"330490 SAO GONCALO";-;-;3;991;69;12;10;-;-;-;6;-;-;-;12;21;3;-;-;6;3;-;44;3;2;-;1185
"330500 SAO JOAO DA BARRA";-;-;-;34;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;4;-;-;-;44
"330510 SAO JOAO DE MERITI";-;1;1;264;22;5;3;-;-;-;6;-;-;4;7;9;-;-;-;1;-;-;6;-;-;2;331
"330513 SAO JOSE DE UBA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"330515 SAO JOSE DO VALE DO RIO PRETO";-;-;2;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"330520 SAO PEDRO DA ALDEIA";-;-;-;9;4;-;-;-;-;-;2;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;19
"330530 SAO SEBASTIAO DO ALTO";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"330540 SAPUCAIA";-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"330550 SAQUAREMA";-;-;14;75;4;-;2;-;-;-;3;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;103
"330555 SEROPEDICA";-;-;-;23;3;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;4;-;-;-;34
"330560 SILVA JARDIM";-;-;3;26;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;34
"330570 SUMIDOURO";-;-;-;8;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;14
"330575 TANGUA";-;-;-;22;2;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;27
"330580 TERESOPOLIS";-;-;-;76;13;2;-;-;-;-;6;-;-;-;11;3;-;-;-;1;-;-;7;1;-;-;120
"330590 TRAJANO DE MORAES";-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"330600 TRES RIOS";-;-;-;38;2;1;-;-;-;-;-;1;-;3;2;1;1;-;-;1;-;-;1;-;-;-;51
"330610 VALENCA";-;-;3;85;9;1;2;-;-;-;-;2;-;3;3;1;-;-;-;-;-;-;3;1;-;-;113
"330615 VARRE-SAI";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4
"330620 VASSOURAS";-;-;-;25;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;29
"330630 VOLTA REDONDA";-;-;1;168;41;14;3;-;-;-;-;3;-;5;4;2;2;-;-;3;-;-;6;-;1;1;254
"350010 ADAMANTINA";-;-;-;33;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;-;-;-;37
"350020 ADOLFO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"350030 AGUAI";-;-;-;27;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;30
"350040 AGUAS DA PRATA";-;-;-;7;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"350050 AGUAS DE LINDOIA";-;-;-;15;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;-;-;29
"350055 AGUAS DE SANTA BARBARA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"350060 AGUAS DE SAO PEDRO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350070 AGUDOS";-;-;-;18;5;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;28
"350075 ALAMBARI";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"350080 ALFREDO MARCONDES";-;-;-;5;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"350100 ALTINOPOLIS";-;-;-;11;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;16
"350110 ALTO ALEGRE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350115 ALUMINIO";-;-;1;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;8
"350120 ALVARES FLORENCE";-;-;-;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"350130 ALVARES MACHADO";-;-;-;15;3;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;23
"350140 ALVARO DE CARVALHO";-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"350150 ALVINLANDIA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"350160 AMERICANA";-;-;1;118;10;11;3;-;-;-;2;1;-;-;9;3;-;-;-;4;-;-;5;-;-;-;167
"350170 AMERICO BRASILIENSE";-;-;-;19;3;2;1;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;28
"350180 AMERICO DE CAMPOS";-;-;-;5;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"350190 AMPARO";-;-;7;22;11;-;1;-;-;-;-;1;-;2;2;-;-;-;-;1;-;-;-;2;-;-;49
"350200 ANALANDIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"350210 ANDRADINA";-;-;11;27;6;3;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;51
"350220 ANGATUBA";-;-;-;12;3;3;-;-;-;-;2;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;23
"350230 ANHEMBI";-;-;-;2;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;7
"350240 ANHUMAS";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"350250 APARECIDA";-;-;-;23;3;-;-;-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;1;1;-;-;33
"350260 APARECIDA D'OESTE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350270 APIAI";-;-;-;16;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;20
"350275 ARACARIGUAMA";-;-;1;6;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"350280 ARACATUBA";-;-;3;126;34;1;4;-;-;-;-;-;-;5;1;3;-;-;-;5;-;-;7;-;-;-;189
"350290 ARACOIABA DA SERRA";-;-;-;19;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;25
"350300 ARAMINA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"350310 ARANDU";-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"350315 ARAPEI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"350320 ARARAQUARA";-;-;1;100;23;1;-;-;-;-;2;-;-;6;9;3;1;-;-;1;-;-;7;1;-;-;155
"350330 ARARAS";-;-;1;41;9;3;-;-;-;-;3;-;-;3;3;1;-;-;-;6;-;-;4;1;-;-;75
"350335 ARCO-IRIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"350340 AREALVA";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"350350 AREIAS";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"350360 AREIOPOLIS";-;-;-;6;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;9
"350370 ARIRANHA";-;-;-;11;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"350380 ARTUR NOGUEIRA";-;-;1;13;3;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;3;-;-;-;24
"350390 ARUJA";-;-;-;43;5;3;-;-;-;-;1;-;-;1;1;1;1;-;-;-;-;-;-;1;-;-;57
"350400 ASSIS";-;-;1;54;8;1;-;-;-;-;1;-;-;1;2;1;-;-;-;-;-;-;4;-;-;-;73
"350410 ATIBAIA";-;-;19;42;6;-;-;-;-;-;2;-;-;1;2;-;-;-;-;2;-;-;-;-;1;-;75
"350420 AURIFLAMA";-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;11
"350430 AVAI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;5
"350440 AVANHANDAVA";-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"350450 AVARE";-;-;-;41;6;1;-;-;-;-;1;1;-;2;3;3;-;-;-;1;-;-;2;-;-;-;61
"350460 BADY BASSITT";-;-;-;9;4;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;3;-;-;-;19
"350470 BALBINOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"350480 BALSAMO";-;-;-;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"350490 BANANAL";-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6
"350500 BARAO DE ANTONINA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"350510 BARBOSA";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"350520 BARIRI";-;-;1;32;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;40
"350530 BARRA BONITA";-;-;-;32;4;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;42
"350535 BARRA DO CHAPEU";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350540 BARRA DO TURVO";-;-;-;5;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"350550 BARRETOS";-;-;2;106;7;5;-;-;-;-;2;-;-;2;3;3;-;-;-;1;-;-;3;1;1;-;136
"350560 BARRINHA";-;-;-;14;1;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;20
"350570 BARUERI";-;-;3;317;24;1;3;-;-;-;9;-;-;3;2;5;1;-;-;4;3;-;10;-;-;1;386
"350580 BASTOS";-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"350590 BATATAIS";-;-;1;57;5;2;-;-;-;-;1;-;-;1;-;2;1;-;-;-;-;-;1;-;-;-;71
"350600 BAURU";-;-;4;157;48;2;1;-;-;-;7;1;-;3;14;3;-;-;-;5;-;-;9;4;-;1;259
"350610 BEBEDOURO";-;-;-;36;-;1;-;-;-;-;-;-;-;3;1;1;-;-;-;-;-;-;5;-;-;-;47
"350620 BENTO DE ABREU";-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"350630 BERNARDINO DE CAMPOS";-;-;-;8;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;13
"350635 BERTIOGA";-;-;-;38;5;1;2;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;50
"350640 BILAC";-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"350650 BIRIGUI";-;-;3;59;2;5;5;-;-;-;-;1;-;-;2;1;-;-;-;6;-;-;1;-;-;-;85
"350660 BIRITIBA-MIRIM";-;-;-;21;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;1;-;-;-;27
"350670 BOA ESPERANCA DO SUL";-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;11
"350680 BOCAINA";-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;12
"350690 BOFETE";-;-;-;10;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;12
"350700 BOITUVA";-;-;-;29;-;2;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;2;-;-;-;39
"350710 BOM JESUS DOS PERDOES";-;-;-;10;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;18
"350715 BOM SUCESSO DE ITARARE";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350730 BORACEIA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"350740 BORBOREMA";-;-;-;10;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"350745 BOREBI";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"350750 BOTUCATU";-;-;1;101;12;-;-;-;-;-;1;-;-;6;4;1;-;-;-;3;-;-;5;2;-;-;136
"350760 BRAGANCA PAULISTA";-;-;19;76;19;4;1;-;-;-;3;-;-;4;5;3;1;-;-;4;-;-;4;1;-;-;144
"350770 BRAUNA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"350775 BREJO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"350780 BRODOWSKI";-;-;-;18;4;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;3;-;-;-;28
"350790 BROTAS";-;-;-;16;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;20
"350800 BURI";-;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"350810 BURITAMA";-;-;1;19;-;3;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;27
"350820 BURITIZAL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"350830 CABRALIA PAULISTA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"350840 CABREUVA";-;-;-;24;3;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;1;32
"350850 CACAPAVA";-;-;18;43;11;4;-;-;1;-;-;-;-;-;9;1;-;-;-;1;-;-;1;1;-;-;90
"350860 CACHOEIRA PAULISTA";-;-;-;17;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;23
"350870 CACONDE";-;-;2;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"350880 CAFELANDIA";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;10
"350890 CAIABU";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"350900 CAIEIRAS";-;-;1;38;2;1;2;-;-;-;2;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;50
"350910 CAIUA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350920 CAJAMAR";-;-;1;15;-;1;-;-;-;-;2;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;22
"350925 CAJATI";-;-;1;21;-;2;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;28
"350930 CAJOBI";-;-;-;5;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;8
"350940 CAJURU";-;-;-;22;2;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;28
"350945 CAMPINA DO MONTE ALEGRE";-;-;-;7;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;9
"350950 CAMPINAS";-;-;23;537;67;10;5;-;-;-;13;1;-;16;18;11;1;-;-;21;6;-;36;4;1;1;771
"350960 CAMPO LIMPO PAULISTA";-;-;-;57;4;1;-;-;-;-;1;-;-;2;2;1;-;-;-;-;-;-;1;1;-;-;70
"350970 CAMPOS DO JORDAO";-;-;-;25;2;2;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;1;-;-;34
"350980 CAMPOS NOVOS PAULISTA";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"350990 CANANEIA";-;-;-;14;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"350995 CANAS";-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"351000 CANDIDO MOTA";-;-;-;28;2;1;1;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;1;-;-;-;37
"351010 CANDIDO RODRIGUES";-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351015 CANITAR";-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;5
"351020 CAPAO BONITO";-;-;2;24;1;1;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;32
"351030 CAPELA DO ALTO";-;-;-;6;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;9
"351040 CAPIVARI";-;-;1;17;1;1;1;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;25
"351050 CARAGUATATUBA";-;-;-;128;9;2;1;-;-;-;1;-;-;-;4;-;-;-;-;2;-;-;4;-;-;-;151
"351060 CARAPICUIBA";-;-;4;284;26;1;6;-;-;-;4;2;-;6;5;6;-;-;1;3;-;-;18;-;-;-;366
"351070 CARDOSO";-;-;-;9;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;13
"351080 CASA BRANCA";-;-;2;24;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;30
"351090 CASSIA DOS COQUEIROS";-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"351100 CASTILHO";-;-;3;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"351110 CATANDUVA";-;-;-;105;9;2;2;-;-;-;2;-;-;1;2;1;-;-;-;1;1;-;13;2;-;-;141
"351120 CATIGUA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"351130 CEDRAL";-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"351140 CERQUEIRA CESAR";-;-;-;20;5;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;2;-;-;-;31
"351150 CERQUILHO";-;-;-;18;3;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;2;-;-;-;26
"351160 CESARIO LANGE";-;-;-;16;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18
"351170 CHARQUEADA";-;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"351190 CLEMENTINA";-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"351200 COLINA";-;-;-;17;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;21
"351210 COLOMBIA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351220 CONCHAL";-;-;-;12;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;17
"351230 CONCHAS";-;-;-;10;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;13
"351240 CORDEIROPOLIS";-;-;2;6;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"351250 COROADOS";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"351260 CORONEL MACEDO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"351270 CORUMBATAI";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"351280 COSMOPOLIS";-;-;7;20;-;1;-;-;-;-;1;1;-;-;4;-;-;-;-;-;-;-;1;-;-;-;35
"351290 COSMORAMA";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"351300 COTIA";-;-;1;139;10;3;-;-;-;-;3;3;-;1;7;2;2;-;-;1;-;-;4;-;-;1;177
"351310 CRAVINHOS";-;-;-;14;2;3;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;22
"351320 CRISTAIS PAULISTA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;9
"351330 CRUZALIA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"351340 CRUZEIRO";-;-;-;67;5;3;1;-;-;-;-;-;-;-;2;1;-;-;-;2;-;-;-;1;-;-;82
"351350 CUBATAO";-;-;1;49;5;4;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;5;-;-;-;68
"351360 CUNHA";-;-;-;18;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;22
"351370 DESCALVADO";-;-;1;17;3;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;26
