 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2019
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"430650 DOM FELICIANO";-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;13
"430655 DOM PEDRO DE ALCANTARA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"430660 DOM PEDRITO";-;-;-;43;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;48
"430670 DONA FRANCISCA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430673 DOUTOR MAURICIO CARDOSO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430675 DOUTOR RICARDO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430676 ELDORADO DO SUL";-;-;1;15;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;29
"430680 ENCANTADO";-;-;-;7;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13
"430690 ENCRUZILHADA DO SUL";-;-;-;20;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;24
"430692 ENGENHO VELHO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430693 ENTRE-IJUIS";-;-;-;1;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;7
"430695 ENTRE RIOS DO SUL";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430697 EREBANGO";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430700 ERECHIM";-;-;1;41;10;1;2;-;-;-;1;2;-;-;2;1;-;-;-;-;-;-;2;-;-;-;63
"430705 ERNESTINA";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"430710 HERVAL";-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430720 ERVAL GRANDE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"430730 ERVAL SECO";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"430740 ESMERALDA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430745 ESPERANCA DO SUL";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430750 ESPUMOSO";-;-;2;7;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;14
"430755 ESTACAO";-;-;-;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430760 ESTANCIA VELHA";-;-;1;19;6;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;30
"430770 ESTEIO";-;-;2;59;8;3;1;-;-;-;-;-;-;3;5;1;-;-;-;1;-;-;5;-;-;-;88
"430780 ESTRELA";-;-;-;17;3;2;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;3;-;-;-;29
"430781 ESTRELA VELHA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430783 EUGENIO DE CASTRO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430786 FAGUNDES VARELA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430790 FARROUPILHA";-;-;-;40;2;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;47
"430800 FAXINAL DO SOTURNO";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430807 FAZENDA VILANOVA";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"430810 FELIZ";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"430820 FLORES DA CUNHA";-;-;1;9;1;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;15
"430825 FLORIANO PEIXOTO";-;-;-;4;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430830 FONTOURA XAVIER";-;1;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"430840 FORMIGUEIRO";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430843 FORQUETINHA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430845 FORTALEZA DOS VALOS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"430850 FREDERICO WESTPHALEN";-;-;-;20;4;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;28
"430860 GARIBALDI";-;-;-;11;6;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;20
"430865 GARRUCHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2
"430870 GAURAMA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430880 GENERAL CAMARA";-;-;-;2;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"430885 GENTIL";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430890 GETULIO VARGAS";-;-;-;14;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"430900 GIRUA";-;-;-;9;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"430905 GLORINHA";-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;4
"430910 GRAMADO";-;-;-;10;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;20
"430915 GRAMADO XAVIER";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430920 GRAVATAI";-;1;3;125;41;10;-;-;-;-;1;5;-;4;6;3;-;-;-;5;-;-;17;1;-;1;223
"430925 GUABIJU";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430930 GUAIBA";-;-;-;41;7;1;1;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;4;-;-;-;58
"430940 GUAPORE";-;-;-;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"430950 GUARANI DAS MISSOES";-;-;-;6;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"430955 HARMONIA";-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;10
"430957 HERVEIRAS";-;-;-;5;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430960 HORIZONTINA";-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;20
"430965 HULHA NEGRA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430970 HUMAITA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430975 IBARAMA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430980 IBIACA";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430990 IBIRAIARAS";-;-;-;3;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;6
"430995 IBIRAPUITA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431000 IBIRUBA";-;-;-;9;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"431010 IGREJINHA";-;-;1;34;7;1;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;2;-;-;-;49
"431020 IJUI";-;-;1;38;12;2;1;-;-;-;-;-;-;-;5;1;1;-;-;5;-;-;2;1;-;-;69
"431030 ILOPOLIS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431033 IMBE";-;-;-;22;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"431036 IMIGRANTE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431040 INDEPENDENCIA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431041 INHACORA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431043 IPE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431050 IRAI";-;-;-;5;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"431053 ITAARA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2
"431055 ITACURUBI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431057 ITAPUCA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"431060 ITAQUI";-;-;-;26;2;3;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;1;37
"431065 ITATI";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431075 IVORA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431080 IVOTI";-;-;-;12;2;3;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"431087 JACUIZINHO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431090 JACUTINGA";-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431100 JAGUARAO";-;-;-;20;7;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"431110 JAGUARI";-;-;2;8;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;16
"431112 JAQUIRANA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431113 JARI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431115 JOIA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431120 JULIO DE CASTILHOS";-;-;-;7;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;11
"431123 LAGOA BONITA DO SUL";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431125 LAGOAO";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"431127 LAGOA DOS TRES CANTOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431130 LAGOA VERMELHA";-;-;-;18;4;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;26
"431140 LAJEADO";-;-;-;38;7;2;1;-;-;-;1;2;-;1;-;2;-;-;-;3;-;-;3;1;-;-;61
"431142 LAJEADO DO BUGRE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431150 LAVRAS DO SUL";-;-;-;6;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431160 LIBERATO SALZANO";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431162 LINDOLFO COLLOR";-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431164 LINHA NOVA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431170 MACHADINHO";-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431171 MACAMBARA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431173 MAMPITUBA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431175 MANOEL VIANA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431177 MAQUINE";-;-;-;2;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;6
"431179 MARATA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431180 MARAU";-;-;-;16;3;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;23
"431190 MARCELINO RAMOS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431198 MARIANA PIMENTEL";-;-;-;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431200 MARIANO MORO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431205 MARQUES DE SOUZA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"431210 MATA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431213 MATO CASTELHANO";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"431215 MATO LEITAO";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"431217 MATO QUEIMADO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;5
"431220 MAXIMILIANO DE ALMEIDA";-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431225 MINAS DO LEAO";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431230 MIRAGUAI";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431235 MONTAURI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431237 MONTE ALEGRE DOS CAMPOS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431238 MONTE BELO DO SUL";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"431240 MONTENEGRO";-;-;-;49;1;1;-;-;-;-;1;-;-;2;1;1;-;-;-;1;-;-;2;-;-;-;59
"431242 MORMACO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431244 MORRINHOS DO SUL";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431245 MORRO REDONDO";-;-;-;3;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"431247 MORRO REUTER";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;6
"431250 MOSTARDAS";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431260 MUCUM";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"431261 MUITOS CAPOES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431262 MULITERNO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431265 NAO-ME-TOQUE";-;-;-;8;3;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;14
"431267 NICOLAU VERGUEIRO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"431270 NONOAI";-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431275 NOVA ALVORADA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431280 NOVA ARACA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431290 NOVA BASSANO";-;-;-;5;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"431295 NOVA BOA VISTA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431300 NOVA BRESCIA";-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;7
"431301 NOVA CANDELARIA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431303 NOVA ESPERANCA DO SUL";-;-;-;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431306 NOVA HARTZ";-;-;-;6;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;10
"431308 NOVA PADUA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431310 NOVA PALMA";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"431320 NOVA PETROPOLIS";-;-;1;10;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;15
"431330 NOVA PRATA";-;-;-;10;2;2;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;1;-;-;-;19
"431333 NOVA RAMADA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"431335 NOVA ROMA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431337 NOVA SANTA RITA";-;-;-;12;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;16
"431339 NOVO CABRAIS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431340 NOVO HAMBURGO";-;-;-;134;43;7;4;-;-;-;1;5;-;7;3;5;-;-;-;8;-;-;21;-;-;1;239
"431342 NOVO MACHADO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431344 NOVO TIRADENTES";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431349 NOVO BARREIRO";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431350 OSORIO";-;-;-;34;7;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;46
"431360 PAIM FILHO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"431365 PALMARES DO SUL";-;-;-;19;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"431370 PALMEIRA DAS MISSOES";-;1;-;25;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;30
"431380 PALMITINHO";-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431390 PANAMBI";-;-;1;15;7;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;-;-;1;-;-;-;29
"431395 PANTANO GRANDE";-;-;-;10;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"431400 PARAI";-;-;-;2;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;5
"431402 PARAISO DO SUL";-;-;1;7;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;10
"431403 PARECI NOVO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"431405 PAROBE";-;-;-;37;5;5;2;-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;1;-;-;-;55
"431406 PASSA SETE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431407 PASSO DO SOBRADO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;6
"431410 PASSO FUNDO";-;1;15;128;24;10;1;1;-;-;1;-;-;8;4;4;-;-;-;5;-;-;15;8;-;1;226
"431413 PAULO BENTO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431415 PAVERAMA";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431417 PEDRAS ALTAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431420 PEDRO OSORIO";-;-;-;5;1;2;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;11
"431430 PEJUCARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431440 PELOTAS";-;-;-;158;25;17;1;1;-;1;2;-;-;12;4;4;-;-;-;7;-;-;5;3;-;-;240
"431442 PICADA CAFE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431445 PINHAL";-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431446 PINHAL DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431447 PINHAL GRANDE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431449 PINHEIRINHO DO VALE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"431450 PINHEIRO MACHADO";-;-;-;12;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"431454 PINTO BANDEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431455 PIRAPO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431460 PIRATINI";-;-;-;7;5;1;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;16
"431470 PLANALTO";-;-;-;6;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;9
"431475 POCO DAS ANTAS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431477 PONTAO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431480 PORTAO";-;-;1;21;4;2;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;1;-;1;34
"431490 PORTO ALEGRE";-;3;41;778;177;46;26;-;-;1;16;24;-;29;38;18;4;-;-;24;2;-;51;6;-;6;1290
"431500 PORTO LUCENA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"431505 PORTO MAUA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431510 PORTO XAVIER";-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"431513 POUSO NOVO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;4
"431514 PRESIDENTE LUCENA";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431515 PROGRESSO";-;-;-;13;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"431517 PROTASIO ALVES";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431520 PUTINGA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"431530 QUARAI";-;-;-;18;3;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;24
"431531 QUATRO IRMAOS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431532 QUEVEDOS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431535 QUINZE DE NOVEMBRO";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
